label,mean_wc,mean_ts,mean_co2
1,0.28595000000000004,19.233333333333334,0.51121
2,0.37049,19.784446666666668,0.5822499999999999
3,0.21968666666666667,19.615553333333335,1.1479533333333334
4,0.3485566666666666,18.743333333333332,0.53282
5,0.3621433333333333,19.32889,0.95331
6,0.35719333333333336,19.275556666666667,0.88118
7,0.28263333333333335,19.04889,0.7106333333333333
8,0.33491,18.693333333333335,0.7171033333333333
9,0.23556,18.485556666666668,0.7561466666666666
10,0.2852,19.036666666666665,0.5371533333333334
11,0.31681000000000004,18.225556666666666,0.54986
12,0.36799333333333334,20.07889,0.6171800000000001
13,0.34310666666666667,20.345556666666667,1.1452766666666667
14,0.22668666666666668,20.204443333333334,0.3255133333333333
15,0.3605066666666667,20.476666666666667,0.6761966666666667
16,0.27191,19.633333333333333,0.8901633333333333
17,0.29211,20.033333333333335,1.0389166666666667
18,0.34612,17.152776666666668,0.97013
19,0.3561933333333333,17.36889,0.7087566666666667
20,0.3607166666666667,17.69,0.60584
21,0.39426666666666665,18.785556666666665,0.9539633333333334
22,0.36939333333333335,16.799446666666665,0.73994
23,0.3314666666666667,17.04389,0.6076466666666667
24,0.2975966666666667,18.2,0.9276133333333333
25,0.36838333333333334,19.063333333333333,0.8387133333333333
NA,0.328612,18.49777733333333,0.808844
